0	5.369040
1	5.482742
2	5.421461
3	5.364374
4	5.365757
5	5.350982
6	5.340442
7	5.334188
8	5.313285
9	5.313494
10	5.301099
11	5.284434
12	5.422431
13	5.692912
14	5.611989
15	5.462863
16	5.551720
17	5.259522
18	5.462129
19	5.647744
20	5.319152
21	5.586462
22	5.644224
23	5.398802
24	5.549251
25	5.630675
26	5.404445
27	5.378328
28	5.661277
29	5.656182
30	5.707218
31	5.479654
32	5.455272
33	5.479367
34	5.597315
35	5.572412
36	5.435874
37	5.500508
38	5.500372
39	5.548758
40	5.417048
41	5.523357
42	5.396132
43	5.367252
44	5.394849
45	5.364037
46	5.581336
47	5.419486
48	5.455169
49	5.502424
50	5.192151
51	5.474518
52	5.444678
53	5.548321
54	5.691906
55	5.508974
56	5.717107
57	5.532560
58	5.481881
59	5.301430
60	5.406607
61	5.229229
62	5.603981
63	5.477305
64	5.612352
65	5.538634
66	5.519613
67	5.393973
68	5.325519
69	5.321029
70	5.161768
71	5.497443
72	5.394474
73	5.500834
74	5.267800
75	5.420154
76	5.390780
77	5.213846
78	5.150948
79	5.176081
80	5.064273
81	5.224761
82	5.350626
83	5.066817
84	5.393699
85	5.469435
86	5.509704
87	5.321690
88	5.228803
89	5.554536
90	5.013799
91	4.961299
92	5.152729
93	5.064518
94	5.259251
95	5.128112
96	5.250324
97	5.403129
98	5.259575
99	5.011342
100	5.219988
101	5.301676
102	5.306162
103	5.571778
104	5.356859
105	5.235735
106	5.386905
107	5.398982
108	5.449687
109	5.516443
110	5.295753
111	5.367415
112	5.397988
113	5.617873
114	5.467930
115	5.424811
116	5.208811
117	5.256998
118	5.201849
119	5.338337
120	5.421964
121	5.520173
122	5.237813
123	5.594813
124	5.525608
125	5.558253
126	5.328176
127	5.408780
128	5.368610
129	5.276680
130	5.339305
131	5.363098
132	5.332324
133	5.655649
134	5.465181
135	5.282139
136	5.565153
137	5.219492
138	5.424253
139	5.423182
140	5.397155
141	5.484452
142	5.289518
143	5.384402
144	5.435420
145	5.342020
146	5.505144
147	5.450794
148	5.597818
149	5.668598
150	5.599033
151	5.577385
152	5.394104
153	5.614133
154	5.462071
155	5.407417
156	5.251543
157	5.330821
158	5.342878
159	5.303295
160	5.419801
161	5.620226
162	5.615436
163	5.661113
164	5.612834
165	5.420926
166	5.440039
167	5.547941
168	5.287317
169	5.312901
170	5.084954
171	5.057608
172	5.288781
173	5.296685
174	5.236730
175	5.417670
176	5.110086
177	5.177516
178	5.465201
179	5.410483
180	5.384684
181	5.073495
182	5.264978
183	5.201853
184	5.256947
185	5.235529
186	5.236987
187	5.110853
188	5.269400
189	5.140156
190	4.935205
191	4.938502
192	4.946515
193	4.887163
194	5.345488
195	5.163277
196	5.075898
197	5.245805
198	5.071023
199	5.043582
200	5.141452
201	4.965446
202	5.257543
203	4.972571
204	5.002568
205	5.182326
206	5.210235
207	5.078053
208	5.064865
209	5.546532
210	5.276426
211	5.005735
212	5.152916
213	5.122708
214	5.143078
215	5.403623
216	5.314146
217	4.802687
218	5.145364
219	5.219148
220	5.377559
221	5.071424
222	4.981706
223	5.285553
224	5.095609
225	4.874905
226	4.887925
227	5.190941
228	4.968769
229	5.155734
230	5.082993
231	5.321699
232	5.270305
233	5.394487
234	5.401238
235	5.127609
236	5.256760
237	5.156181
238	5.101563
239	4.953814
240	5.210833
241	5.067178
242	5.078498
243	5.220580
244	5.025226
245	5.374702
246	4.957621
247	4.871280
248	5.011321
249	5.191659
250	5.026631
251	4.996186
252	5.037426
253	5.067603
254	5.189419
255	5.182845
256	5.167675
257	4.842851
258	5.139324
259	5.099583
260	5.333858
261	5.249977
262	5.034901
263	5.278359
264	5.429926
265	5.026470
266	5.357243
267	5.294970
268	5.401626
269	5.371494
270	5.219454
271	5.263730
272	5.246097
273	5.047754
274	5.154356
275	5.298165
276	5.424159
277	5.345597
278	5.255863
279	5.282570
280	5.106602
281	5.219656
282	4.931648
283	5.280287
284	5.374468
285	5.447381
286	5.420646
287	5.154722
288	4.974626
289	5.223693
290	5.130366
291	4.978258
292	5.150596
293	5.025389
294	5.002237
295	5.229417
296	5.041297
297	5.272281
298	5.470649
299	5.541801
300	5.529760
301	5.403194
302	5.237182
303	5.363015
304	5.317266
305	5.170063
306	5.311958
307	5.427401
308	5.327919
309	5.275601
310	5.359488
311	5.428016
312	5.159577
313	5.168489
314	4.983511
315	5.243435
316	4.794822
317	4.952267
318	5.040431
319	5.160528
320	5.053140
321	5.033015
322	5.204772
323	5.157434
324	5.139111
325	5.173139
326	5.225312
327	5.244871
328	5.186589
329	5.269000
330	5.281363
331	5.085112
332	5.139416
333	5.057675
334	5.173020
335	5.359207
336	5.245069
337	5.275713
338	5.043271
339	5.131702
340	5.112346
341	5.174453
342	5.129038
343	4.830254
344	5.190828
345	4.886956
346	4.888199
347	5.348804
348	4.942059
349	5.148232
350	5.234361
351	4.834177
352	5.253776
353	5.193457
354	4.928152
355	4.971311
356	4.889874
357	5.059366
358	5.101100
359	5.252602
360	5.011796
361	4.940951
362	5.122458
363	5.231534
364	5.125670
365	5.056689
366	4.994952
367	4.969020
368	4.931349
369	5.123427
370	5.238124
371	5.279986
372	4.958776
373	5.059944
374	5.089907
375	4.980320
376	5.029918
377	5.041492
378	5.313090
379	5.321917
380	5.029272
381	4.964081
382	4.887333
383	5.136833
384	5.428572
385	5.342823
386	5.102623
387	5.204377
388	5.202565
389	5.238697
390	5.175517
391	5.125760
392	5.287704
393	5.606613
394	5.157825
395	5.329323
396	5.490558
397	5.287474
398	5.323428
399	5.317378
400	5.352682
401	5.191579
402	5.023386
403	4.940779
404	5.366664
405	4.970179
406	5.284061
407	5.423536
408	5.163179
409	5.489406
410	5.450603
411	5.350064
412	5.465315
413	5.401338
414	5.489913
415	5.465044
416	5.374357
417	5.365347
418	5.410990
419	5.368179
420	5.507415
421	5.480584
422	5.514661
423	5.587217
424	5.429330
425	5.621139
426	5.572830
427	5.283732
428	5.488425
429	5.683774
430	5.299800
431	5.328928
432	5.493080
433	5.562403
434	5.335740
435	5.297130
436	5.331789
437	5.470876
438	5.163027
439	5.240421
440	5.383766
441	5.292530
442	5.314843
443	5.525534
444	5.432881
445	5.136046
446	5.488541
447	5.295660
448	5.462703
449	5.448741
450	5.361919
451	5.257664
452	5.482038
453	5.629112
454	5.517324
455	5.358366
456	5.649068
457	5.404088
458	5.205938
459	5.468375
460	5.529890
461	5.362829
462	5.415184
463	5.290413
464	5.491555
465	5.679887
466	5.357297
467	5.376767
468	5.240341
469	5.049819
470	5.542630
471	5.627603
472	5.429214
473	5.150373
474	5.284266
475	5.107314
476	5.500260
477	5.752376
478	5.488390
479	5.360182
480	5.144351
481	5.322796
482	5.391542
483	5.151680
484	4.829072
485	5.164447
486	5.270736
487	5.481744
488	5.409945
489	5.587636
490	5.137426
491	5.645259
